baby fetus embryo 
babies fetuses embryos 

professor physicist chemist 
professors physicists chemists 

indicate indicates indicating 
assert asserts asserting 

countries regions provinces 
Countries Regions Provinces 

car taxi cab 
cars taxis cabs 

participate engage interact 
participating engaging interacting 

shocked embarrassed ashamed 
shocking embarrassing shameful 

condemn condemning condemns 
proclaim proclaiming proclaims 

studies surveys assessments 
Study Survey Assessment 

insects ants wasps 
insect ant wasp 

parliament parliamentary Parliamentary 
legislature legislative Legislative 

arrested convicted prosecuted 
arrests convictions prosecutions 

release releasing Release 
launch launching Launch 

created initiated pursued 
create initiate pursue 

positive favorable favourable 
negative unfavorable unfavourable 

earning generating yielding 
earns generates yields 

receive deliver distribute 
receives delivers distributes 

prepare submit certify 
prepares submits certifies 

remains stands sits 
remained stood sat 

peace harmony serenity 
peaceful harmonious serene 

golfer skier climber 
golfers skiers climbers 

presented presents presenting 
delivered delivers delivering 

funds scholarships fellowships 
Funds Scholarships Fellowships 

revised revise revising 
clarified clarify clarifying 

forests biodiversity rainforest 
Forests Biodiversity Rainforest 

classes workshops lectures 
Classes Workshops Lectures 

employees employee payroll 
Employees Employee Payroll 

remarks rants outbursts 
remark rant outburst 

reliable reliability Reliability 
efficient efficiency Efficiency 

broadening enriching elevating 
broaden enrich elevate 

constitution constitutional constitutions 
legislature legislative legislatures 

road pavement sidewalk 
roads pavements sidewalks 

achieved accomplished succeeded 
achieve accomplish succeed 

dig dredge trawl 
digging dredging trawling 

publication publications Publications 
edition editions Editions 

visit trip journey 
visits trips journeys 

leaked spilled scooped 
leaks spills scoops 

consult appoint supervise 
consults appoints supervises 

recognize recognizes recognizing 
distinguish distinguishes distinguishing 

Twitter YouTube Flickr 
twitter youtube flickr 

announce advertise proclaim 
announces advertises proclaims 

region province municipality 
regions provinces municipalities 

historian archivist conservator 
historians archivists conservators 

northeast southwest north-east 
northeastern southwestern north-eastern 

differ correspond adhere 
differed corresponded adhered 

demonstrated demonstrates demonstrating 
highlighted highlights highlighting 

deportation resettlement extermination 
deported resettled exterminated 

arguably undeniably indisputably 
arguable undeniable indisputable 

started came appeared 
starting coming appearing 

acknowledge emphasize underline 
acknowledging emphasizing underlining 

continue begin commence 
continues begins commences 

expand modify adapt 
expands modifies adapts 

enlarged broadened sharpened 
enlarge broaden sharpen 

POV NPOV 3RR 
pov npov 3rr 

performers comedians clowns 
performer comedian clown 

undertaking undertake undertakes 
committing commit commits 

separated reunited reconciled 
separating reuniting reconciling 

relocated restructured rearranged 
relocate restructure rearrange 

celebrate celebrating celebrates 
announce announcing announces 

questioned queried inquired 
questioning querying inquiring 

flag anthem emblem 
flags anthems emblems 

Leader Politician Athlete 
Leaders Politicians Athletes 

reduction cancellation reversal 
reductions cancellations reversals 

tout denounce publicize 
touted denounced publicized 

group groups Groups 
team teams Teams 

database databases Database 
resource resources Resource 

Greek Thessaloniki Syriza 
Turkish Istanbul AKP 

gangster robber burglar 
gangsters robbers burglars 

duck Duck ducks 
rabbit Rabbit rabbits 

hard harder hardest 
tough tougher toughest 

kitchen cook cooks 
bakery baker bakers 

legal medical biological 
legally medically biologically 

restricted restrict restricting 
impeded impede impeding 

Efficiency Accuracy Effectiveness 
Efficient Accurate Effective 

expansion expanding Expansion 
consolidation consolidating Consolidation 

Concert Lecture recital 
Concerts Lectures recitals 

employ comprise inhabit 
employs comprises inhabits 

deployed utilised harnessed 
deploy utilise harness 

scoring scorer scorers 
finishing finisher finishers 

prayer Prayer devotional 
meditation Meditation meditative 

misrepresented misinterpreted mistook 
misrepresenting misinterpreting mistaking 

cluttered overloaded clogged 
cluttering overloading clogging 

implementation formulation conception 
implementing formulating conceiving 

moth wasp caterpillar 
moths wasps caterpillars 

grow thrive prosper 
grew thrived prospered 

shove shoved shoving 
cram crammed cramming 

introduce introducing introduces 
impose imposing imposes 

enlarged augmented multiplied 
enlarge augment multiply 

course courses curriculum 
Course Courses Curriculum 

says insists asserts 
saying insisting asserting 

squeezed shoved rubbed 
squeezing shoving rubbing 

Brits Aussies expats 
Brit Aussie expat 

questions comments discussions 
Questions Comments Discussions 

management Management Managers 
leadership Leadership Leaders 

marketing Marketing marketers 
retail Retail retailers 

locomotive tram trolley 
locomotives trams trolleys 

walking walked walks 
climbing climbed climbs 

restraint restrained restraining 
moderation moderated moderating 

science biology ecology 
scientific biological ecological 

measure measures Measures 
indicator indicators Indicators 

analyzed analysed analysing 
summarized summarised summarising 

desire passion obsession 
desires passions obsessions 

fire burning burn 
Fire Burning Burn 

King Kings Princes 
king kings princes 

description explanation suggestion 
Description Explanation Suggestion 

replace introduce eliminate 
replaces introduces eliminates 

philosophy philosophical Philosophical 
mathematics mathematical Mathematical 

Added Add Adding 
Includes Include Including 

show shows showing 
display displays displaying 

painting Painting Paintings 
drawing Drawing Drawings 

celebrated celebrate celebrates 
admired admire admires 

digest parse decode 
digested parsed decoded 

observed observing Observation 
measured measuring Measurement 

searching patrolling raiding 
searches patrols raids 

spider mosquito wasp 
Spider Mosquito Wasp 

decentralized privatized downsized 
decentralization privatization downsizing 

poet poems Poems 
novelist novels Novels 

area territory jurisdiction 
areas territories jurisdictions 

consultants consultancy Consultant 
accountants accountancy Accountant 

assistant mentor collaborator 
assistants mentors collaborators 

leave abandon flee 
leaving abandoning fleeing 

rape Rape raping 
torture Torture torturing 

football footballers footballing 
sports sportspeople sporting 

day night weekend 
Day Night Weekend 

idiom trope allusion 
idioms tropes allusions 

camps internment interned 
prisons incarceration incarcerated 

victims victim rape 
Victims Victim Rape 

identified addressed tackled 
identifying addressing tackling 

placed imposed defied 
puts imposes defies 

interview profile photograph 
interviewed profiled photographed 

kick knock slam 
kicked knocked slammed 

club clubs leagues 
Club Clubs Leagues 

changed adopted adapted 
changing adopting adapting 

nationalism nationalist nationalists 
separatism separatist separatists 

prisoners prisoner Prison 
detainees detainee Detention 

environment climate atmosphere 
environmental climatic atmospheric 

extraction extracted extracts 
insertion inserted inserts 

corrected repaired patched 
correcting repairing patching 

Azerbaijan Turkmenistan Kyrgyzstan 
Azerbaijani Turkmen Kyrgyz 

situation crisis dilemma 
situations crises dilemmas 

suspended suspending suspends 
cancelled cancelling cancels 

mile acre gallons 
kilometre hectare litres 

cricket chess badminton 
Cricket Chess Badminton 

coating polymer adhesive 
coatings polymers adhesives 

therapist psychotherapy Psychotherapy 
psychiatrist psychiatry Psychiatry 

disrupt deprive injure 
disrupting depriving injuring 

dam reservoir pond 
dams reservoirs ponds 

visitors visitor Visitors 
foreigners foreigner Foreigners 

integrated integration integrate 
standardized standardization standardize 

attract entice frighten 
attracting luring scaring 

added contributed lent 
add contribute lend 

editor Editor Editors 
writer Writer Writers 

formed represented comprised 
forming representing comprising 

fanatics geeks junkies 
fanatic geek junkie 

dissolved melted crumbled 
dissolve melt crumble 

lectures lecturer lecturers 
presentations presenter presenters 

approval acceptance validation 
Approval Acceptance Validation 

carefully wisely cautiously 
lovingly graciously warmly 

M H Q 
M. H. Q. 

invasion invading invaders 
conquest conquering conquerors 

kick bounce bump 
kicked bounced bumped 

treated treating treats 
behaved behaving behaves 

issues concepts perspectives 
Issues Concepts Perspectives 

medicine pharmacy dentistry 
Medicine Pharmacy Dentistry 

highlight showcase publicize 
highlighting showcasing publicizing 

Children Adults Infants 
Child Adult Infant 

examined analyzed critiqued 
examining analyzing critiquing 

crane swan gull 
cranes swans gulls 

swimming cycling sprinting 
swimmer cyclist sprinter 

leaders followers disciples 
leader follower disciple 

conducted conducting conducts 
overseen overseeing oversees 

encourage foster nurture 
encouraging fostering nurturing 

complications dilemmas ambiguities 
complication dilemma ambiguity 

abolished repealed legislated 
abolish repeal legislate 

employer Employers Employer 
applicant Applicants Applicant 

something someone somebody 
Something Someone Somebody 

generated attracted aroused 
generate attract arouse 

watchdog enforcer gatekeeper 
watchdogs enforcers gatekeepers 

lectures lecture Lecture 
symposia symposium Symposium 

book books chapters 
Book Books Chapters 

input inputs Input 
output outputs Output 

beauty aesthetic aesthetics 
Beauty Aesthetic Aesthetics 

Surrey Warwickshire Northamptonshire 
Guildford Coventry Northampton 

doubt worry regret 
doubts worries regrets 

cost costs Costs 
fee fees Fees 

intellectual artistic technological 
Intellectual Artistic Technological 

real true truth 
REAL TRUE TRUTH 

anger impatience restlessness 
angry impatient restless 

video videos Video 
animation animations Animation 

days hours hour 
Days Hours Hour 

strong stronger strongest 
heavy heavier heaviest 

create implement enact 
creating implementing enacting 

imagined contemplated pondered 
imagining contemplating pondering 

bad horrible crappy 
Bad Horrible Crap 

vessel submarine U-boat 
vessels submarines U-boats 

social welfare worker 
Social Welfare Worker 

wipe scrape lick 
wiping scraping licking 

withheld waived rescinded 
withhold waive rescind 

pulled snatched tucked 
pull snatch tuck 

find finding finds 
Find Finding Finds 

raise raising raises 
earn earning earns 

organizational cognitive developmental 
Organizational Cognitive Developmental 

validated invalidated negated 
validate invalidate negate 

redevelopment refurbishment rebranding 
redeveloped refurbished rebranded 

named awarded appointed 
Named Awarded Appointed 

Bulgaria Moldova Tajikistan 
Bulgarian Moldovan Tajik 

copy copied copying 
paraphrase paraphrased paraphrasing 

disappointed shocked heartbroken 
disappointing shocking heartbreaking 

bully harass humiliate 
bullied harassed humiliated 

revisit revisited revisiting 
rework reworked reworking 

flower strawberry peach 
Flower Strawberry Peach 

border boundary frontier 
borders boundaries frontiers 

Mumbai Maharashtra Marathi 
Karachi Sindh Sindhi 

want wants wanting 
expect expects expecting 

institutions institution Institutions 
agencies agency Agencies 

client customer investor 
Clients Customers Investors 

Kenya Zambia Senegal 
Kenyan Zambian Senegalese 

cut slashed halved 
cutting slashing halving 

opponents proponents backers 
opponent proponent backer 

problem flaw glitch 
problems flaws glitches 

exploration adventure mountaineering 
explorer adventurer mountaineer 

win winning wins 
earn earning earns 

laser microwave x-ray 
lasers microwaves x-rays 

deletion AfD AfDs 
adminship RfA RfAs 

British German Italian 
british german italian 

reorganization reorganizing reorganize 
modernization modernizing modernize 

stop halt cease 
stopped halted ceased 

competing compete competes 
dominating dominate dominates 

issues discussions talks 
Issues Discussions Talks 

revision correction adjustment 
revising correcting adjusting 

resigned resign resigning 
sacked sack sacking 

managed manage manages 
arranged arrange arranges 

comply complied complies 
satisfy satisfied satisfies 

dog Dog canine 
horse Horse equine 

Germany Austria Hungary 
Germans Austrians Hungarians 

listed delisted relisted 
listing delisting relisting 

trim trimmed trimming 
prune pruned pruning 

requested notified e-mailed 
requesting notifying emailing 

map graph dataset 
maps graphs datasets 

Norway Norwegian Norwegians 
Finland Finnish Finns 

explain clarify reiterate 
explaining clarifying reiterating 

important essential fundamental 
Important Essential Fundamental 

assistant supervisor technician 
assistants supervisors technicians 

national regional domestic 
nationally regionally domestically 

fascism anti-Semitism antisemitism 
Fascism Anti-Semitism Antisemitism 

export import imports 
Export Import Imports 

seas skies shores 
Seas Skies Shores 

victory victories victorious 
defeat defeats defeated 

genetics geneticist geneticists 
ecology ecologist ecologists 

push pull grab 
pushing pulling grabbing 

admitted apologized apologised 
admit apologize apologise 

psychology biology genetics 
psychological biological genetic 

cancel suspend revoke 
canceling suspending revoking 

Germany Japan USA 
germany japan usa 

Cup cup trophy 
Cups cups trophies 

accept submit solicit 
accepting submitting soliciting 

miles meters liters 
mile meter liter 

brush brushed brushing 
scrub scrubbed scrubbing 

drug addiction opium 
Drug Addiction Opium 

designer designers Designers 
architect architects Architects 

reminded remind reminding 
reiterated reiterate reiterating 

diminished faded waned 
diminishing fading waning 

enriched enrich enriching 
augmented augment augmenting 

dad daddy mommy 
Dad Daddy Mommy 

spatial temporal chronological 
spatially temporally chronologically 

feeding breeding rearing 
fed bred reared 

full proper adequate 
fully properly adequately 

manufacturers suppliers sellers 
manufacturer supplier seller 

keeper caretaker protector 
keepers caretakers protectors 

activist protester firefighter 
Activists Protesters Firefighters 

innovation excellence sustainability 
Innovation Excellence Sustainability 

represent represented represents 
signify signified signifies 

constitute comprise consist 
constituted comprised consisted 

wrestling athletics gymnastics 
wrestler athlete gymnast 

achievements accomplishments accomplishment 
endeavours endeavors endeavor 

wanted decided chose 
wants decides chooses 

reporters reporter Reporters 
analysts analyst Analysts 

suitable feasible workable 
unsuitable impractical unworkable 

anatomy Anatomy anatomical 
pharmacology Pharmacology pharmacological 

started helped decided 
starting helping deciding 

might wouldn couldn 
Might Wouldn Couldn 

come came comes 
emerge emerged emerges 

userpage subpage userbox 
userpages subpages userboxes 

historian historians historiography 
philosopher philosophers epistemology 

uploaded upload uploading 
photographed photograph photographing 

pick picking picks 
grab grabbing grabs 

truck tractor bulldozer 
trucks tractors bulldozers 

construction reconstruction rehabilitation 
constructing reconstructing rehabilitating 

lost losing lose 
disappeared disappearing disappear 

operate administer supervise 
operates administers supervises 

committee committees Committees 
commission commissions Commissions 

removing reinstating ousting 
removal reinstatement ouster 

director chairman CEO 
directors chairmen CEOs 

sustained sustain sustaining 
inflicted inflict inflicting 

chicken lamb goat 
chickens lambs goats 

suspended suspending suspends 
terminated terminating terminates 

Serbia Macedonia Albania 
Serbs Macedonians Albanians 

achieving attaining surpassing 
achieves attains surpasses 

developers developer Developer 
contractors contractor Contractor 

expected anticipated foreseen 
expect anticipate foresee 

biggest greatest longest 
Biggest Greatest Longest 

tolerated tolerate tolerating 
condoned condone condoning 

terrorism terrorists terrorist 
insurgency insurgents insurgent 

Mexico México Veracruz 
Brazil Brasil Bahia 

adventure adventures Adventures 
tale tales Tales 

web internet web-based 
Web Internet Web-based 

birds eagles owls 
bird eagle owl 

repeal outlaw eradicate 
repealed outlawed eradicated 

enemy opponent antagonist 
enemies opponents antagonists 

Piano Violin Flute 
pianos violins flutes 

wedding anniversary reunion 
weddings anniversaries reunions 

knocked knock knocking 
smashed smash smashing 

collapsed collapsing collapses 
exploded exploding explodes 

guarantee guaranteed guaranteeing 
insure insured insuring 

reflect indicate emphasize 
reflecting indicating emphasizing 

alcohol marijuana heroin 
Alcohol Marijuana Heroin 

produce deliver distribute 
produces delivers distributes 

protest protesting protested 
petition petitioning petitioned 

jump dive swim 
jumped dived swam 

Hungarian Croatian Albanian 
Hungarians Croats Albanians 

debunking discrediting demolishing 
debunk discredit demolish 

girlfriend ex-girlfriend fiancée 
boyfriend ex-boyfriend fiancé 

investigate uncover unveil 
investigates uncovers unveils 

caused induced instigated 
causing inducing instigating 

emerged flourished thrived 
emerge flourish thrive 

Sweden Stockholm Uppsala 
Estonia Tallinn Tartu 

council councils councillors 
tribunal tribunals magistrates 

Zealand Fiji Samoa 
Maori Fijian Samoan 

Libya Libyan Tripoli 
Algeria Algerian Algiers 

dinosaurs turtles crocodiles 
dinosaur turtle crocodile 

require imply equate 
requires implies equates 

companion helper protector 
companions helpers protectors 

played playing plays 
Played Playing Plays 

activists activist activism 
Activists Activist Activism 

mask masks masked 
disguise disguises disguised 

R G F 
R. G. F. 

invaded assaulted raided 
invading assaulting raiding 

temple mosque courtyard 
temples mosques courtyards 

current existing traditional 
Current Existing Traditional 

propose proposing proposes 
authorize authorizing authorizes 

Russia Moscow Russians 
Iran Tehran Iranians 

required permitted prohibited 
requiring permitting prohibiting 

chemistry toxicology oncology 
Chemistry Toxicology Oncology 

recognizes appreciates embraces 
recognizing appreciating embracing 

respect disregard obey 
respecting disregarding obeying 

invited encouraged welcomed 
inviting encouraging welcoming 

volatile turbulent fluctuating 
volatility turbulence fluctuation 

operated employed hired 
operate employ hire 

big heavy dense 
bigger heavier denser 

storm flood drought 
storms floods droughts 

suspended suspend suspending 
reinstated reinstate reinstating 

imposed impose imposing 
lifted lift lifting 

naive cynical idealistic 
naivety cynicism idealism 

themselves yourself ourselves 
theirs yours ours 

workers worker migrant 
Workers Worker Migrant 

quite somewhat extremely 
Quite Somewhat Extremely 

album remix promo 
Album Remix Promo 

received gave offered 
receive give offer 

reporter analyst commentator 
Reporter Analyst Commentary 

agricultural dairy poultry 
Agricultural Dairy Poultry 

Chicago Denver Milwaukee 
Cubs Rockies Brewers 

redundant repetitive duplicative 
redundancy repetition duplication 

biotechnology biochemistry immunology 
Biotechnology Biochemistry Immunology 

abolished abolishing abolition 
eradicated eradicating eradication 

performed perform performs 
participated participate participates 

qualified certified accredited 
qualification certification accreditation 

improve improving Improving 
extend extending Extending 

asked asking asks 
urged urging urges 

revenue revenues taxation 
Revenue Revenues Taxation 

learn learned learns 
hear heard hears 

