designer maker inventor 
Designer Maker Inventor 

improved revised corrected 
improvements revisions corrections 

rumors rumours speculations 
rumor rumour supposition 

driving drove drives 
pushing pushed pushes 

rely depend consist 
relied depended consisted 

minimize optimize prioritize 
minimizing optimizing prioritizing 

name nickname epithet 
names nicknames epithets 

grandmother mum housewife 
grandmothers mums housewives 

deer rabbit goat 
Deer Rabbit Goat 

decision judgement verdict 
decisions judgements verdicts 

companies organizations agencies 
executives leaders officials 

B-class A-class C-class 
B-Class A-Class C-Class 

evaluate modify adjust 
evaluates modifies adjusts 

browsing roaming strolling 
browse roam stroll 

political social environmental 
Political Social Environmental 

hatred malice wickedness 
hateful malicious wicked 

anyone nobody no-one 
Anyone Nobody No-one 

Protestant Protestants Protestantism 
Anglican Anglicans Anglicanism 

group groups Groups 
organisation organisations Organisations 

trustee treasurer chairperson 
Trustee Treasurer Chairperson 

Egypt Palestine Cyprus 
Egyptian Palestinian Cypriot 

formula equation calculation 
formulas equations calculations 

Turkish Persian Assyrian 
Turks Persians Assyrians 

owners managers executives 
Owners Managers Executives 

Azerbaijan Estonia Latvia 
Azerbaijani Estonian Latvian 

